Date,Open,High,Low,Close,Volume,Market Cap
"Apr 17, 2017",1183.25,1194.9,1172.65,1193.91,253206000,19260500000
"Apr 16, 2017",1172.61,1187.22,1172.61,1182.94,183231000,19085100000
"Apr 15, 2017",1167.3,1188,1164.96,1172.52,203559000,18996500000
"Apr 14, 2017",1170.33,1190.8,1159.79,1167.54,254827000,19043800000
"Apr 13, 2017",1201.02,1205.89,1156.44,1169.28,351969000,19541300000
"Apr 12, 2017",1204.81,1207.14,1196.76,1200.37,288702000,19600800000
"Apr 11, 2017",1187.46,1208.07,1187.46,1205.01,216182000,19316000000
"Apr 10, 2017",1187.3,1190.34,1179.04,1187.13,215883000,19311200000
"Apr 09, 2017",1176.57,1197.21,1171.86,1187.87,242343000,19134400000
"Apr 08, 2017",1172.65,1184.98,1162.58,1175.95,209312000,19068600000
"Apr 07, 2017",1178.94,1186.58,1163.39,1176.9,317022000,19168500000
"Apr 06, 2017",1125.81,1188.37,1125.81,1182.68,511222000,18302600000
"Apr 05, 2017",1134.14,1135.09,1113.63,1124.78,414784000,18435700000
"Apr 04, 2017",1145.52,1156.44,1120.52,1133.25,436310000,18619000000
"Apr 03, 2017",1102.95,1151.74,1102.95,1143.81,580444000,17924600000
"Apr 02, 2017",1080.61,1107.59,1075.45,1102.17,514187000,17559400000
"Apr 01, 2017",1071.71,1091.72,1061.09,1080.5,289634000,17413000000
"Mar 31, 2017",1026.64,1074.92,1026.64,1071.79,447287000,16679000000
"Mar 30, 2017",1042.21,1049.29,1020.04,1026.43,352969000,16929800000
"Mar 29, 2017",1046.08,1055.13,1015.88,1039.97,298458000,16990900000
"Mar 28, 2017",1044.58,1064.65,1027.73,1047.15,326332000,16964500000
"Mar 27, 2017",972.05,1046.4,971.98,1045.77,372535000,15785000000
"Mar 26, 2017",974.01,1007.96,954.19,966.73,303668000,15814800000
"Mar 25, 2017",936.54,975.76,903.71,972.78,435803000,15204800000
"Mar 24, 2017",1038.45,1040.47,934.36,937.52,491038000,16857000000
"Mar 23, 2017",1050.05,1058.01,1028.93,1038.59,248540000,17043400000
"Mar 22, 2017",1120.65,1120.65,1014.21,1049.14,380841000,18187100000
"Mar 21, 2017",1055.36,1122.43,1055.36,1120.54,337391000,17125600000
"Mar 20, 2017",1037.24,1063.03,1036.68,1054.23,286530000,16829800000
"Mar 19, 2017",976.73,1069.91,976.73,1036.74,406648000,15846000000
"Mar 18, 2017",1099.69,1114.07,957.65,973.82,621302000,17838700000
"Mar 17, 2017",1180.16,1180.16,1099.57,1100.23,706599000,19141800000
"Mar 16, 2017",1251.33,1257.98,1152.44,1187.81,638568000,20293700000
"Mar 15, 2017",1240.16,1251.61,1239.75,1249.61,297805000,20110400000
"Mar 14, 2017",1232.16,1244.81,1220.72,1240,245306000,19978200000
"Mar 13, 2017",1221.78,1237.37,1217.03,1231.92,380277000,19807700000
"Mar 12, 2017",1176.62,1226.98,1175.36,1221.38,227176000,19073300000
"Mar 11, 2017",1116.32,1193.83,1116.32,1175.83,283320000,18093700000
"Mar 10, 2017",1189.36,1270.47,1077.25,1116.72,563796000,19275300000
"Mar 09, 2017",1150.35,1197.46,1141.23,1188.49,212283000,18640900000
"Mar 08, 2017",1223.23,1232.16,1148.08,1150,332603000,19819800000
"Mar 07, 2017",1273.21,1275.55,1204.8,1223.54,291256000,20627100000
"Mar 06, 2017",1267.47,1276,1264.6,1272.83,153657000,20531900000
"Mar 05, 2017",1254.29,1267.29,1238.06,1267.12,134127000,20316000000
"Mar 04, 2017",1277.43,1279.4,1230.51,1255.15,183270000,20688800000
"Mar 03, 2017",1250.71,1280.31,1250.71,1274.99,315739000,20253700000
"Mar 02, 2017",1224.68,1262.13,1215.62,1251.01,368275000,19829800000
"Mar 01, 2017",1180.04,1222.5,1179.69,1222.5,229057000,19104800000
"Feb 28, 2017",1180.72,1193.25,1171.82,1179.97,184956000,19113600000
"Feb 27, 2017",1163.78,1181.98,1163.38,1179.97,131570000,18837300000
"Feb 26, 2017",1144.27,1167.47,1130.2,1165.2,116486000,18518900000
"Feb 25, 2017",1170.41,1174.85,1124.59,1143.84,139961000,18939500000
"Feb 24, 2017",1172.71,1200.39,1131.96,1173.68,330759000,18974400000
"Feb 23, 2017",1117.27,1176.62,1116.96,1166.72,189454000,18075200000
"Feb 22, 2017",1114.8,1125.39,1100.55,1117.44,136100000,18033400000
"Feb 21, 2017",1079.28,1117.25,1076.93,1115.3,186869000,17456900000
"Feb 20, 2017",1048.69,1080.49,1041.69,1079.98,109478000,16960200000
"Feb 19, 2017",1054.76,1056.81,1043.46,1047.87,77423300,17056600000
"Feb 18, 2017",1049.21,1061.1,1046.96,1054.42,99073500,16964800000
"Feb 17, 2017",1026.12,1053.17,1025.64,1046.21,136474000,16589600000
"Feb 16, 2017",1007.65,1033.37,1007.65,1027.44,122277000,16289100000
"Feb 15, 2017",1006.21,1008.84,1001.58,1007.48,89759400,16264100000
"Feb 14, 2017",991.74,1011.51,986.47,1004.55,137946000,16028000000
"Feb 13, 2017",998.88,1002.1,976,990.64,100607000,16141500000
"Feb 12, 2017",1003.52,1004.76,996.92,999.18,67530000,16214700000
